jimi.arsyslan.es|status jimi,arsyslan,es.na_vol_space green Thu May  9 11:31:48 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green llce484d01                online aggr2_sata       none         66          0       5000       3317       1682        N/A          0          0             N/A\n&green llce323d02                online aggr1_sata       none         62          0       4000        899       1526        N/A          0          0             N/A\n&green llce316_llcg406d02        online aggr1_sata       none         85          0       5024       4245        778        N/A          0          0             N/A\n&green llce322d01                online aggr1_sata       none         62          0       4000       1134       1526        N/A          0          0             N/A\n&green llce484d02                online aggr2_sata       none         51          0       4000       1530       1954        N/A          0          0             N/A\n&green vol0                      online aggr0_sata     volume          4          0        128          5        122        N/A          0          0             N/A\n&green llce436d01                online aggr2_sata       none         51          0       4000       1233       1954        N/A          0          0             N/A\n&green llce663d01                online aggr0_sata       none         49          0       4000       1499       2059        N/A          0          0             N/A\n&green llce323d01                online aggr0_sata       none         59          0       4000       2372       1627        N/A          0          0             N/A\n&green llce316_llcg406d01        online aggr0_sata       none         67          0       4000       2690       1309        N/A          0          0             N/A\n&green lwzf985                   online      aggr3       none         61          0       2000        620        787        N/A          0          0             N/A\n&green lwzg075                   online      aggr3       none         61          0       2000        426        787        N/A          0          0             N/A\n&green sylx8096                  online      aggr3       none         69          0       2000       1387        612        N/A          0          0             N/A\n&green lwzf264                   online      aggr3       none         61          0       2000        276        787        N/A          0          0             N/A\n&green slzg554                   online      aggr3       none         61          0       2000        336        787        N/A          0          0             N/A\n&green mbx03                     online      aggr3       none         46          0       1000        457        542        N/A          0          0             N/A\n&green llzg814                   online      aggr3       none         61          0       2000         62        787        N/A          0          0             N/A\n&green mbx02                     online      aggr3       none         81          0        600        486        113        N/A          0          0             N/A\n&green plcf322d01                online      aggr3       none          0          0        512          0        511        N/A          0          0             N/A\n&green lwzh013                   online      aggr3       none         23          0       1024        180        787        N/A          0          0             N/A\n&green lwzh014                   online      aggr3       none         24          0       1024        245        778        N/A          0          0             N/A\n&green llzh011                   online      aggr3       none         44          0       1024        450        573        N/A          0          0             N/A\n&green llzh012                   online      aggr3       none         23          0       1024        224        787        N/A          0          0             N/A\n&green slzh028                   online      aggr3       none         23          0       1024        122        787        N/A          0          0             N/A\n&green llce455d01                online aggr2_sata       none          0          0        600          0        599        N/A          0          0             N/A\n&green llce316md01               online      aggr3       none         71          0        200        142         57        N/A          0          0             N/A\n&green llce933md01               online      aggr3       none         84          0        150        125         24        N/A          0          0             N/A\n&green llcf111                   online      aggr3       none         76          0       1792       1359        432        N/A          0          0             N/A\n&green flcf321                   online      aggr3       none         24          0       1034          0        787        N/A          0          0             N/A\n&green storagecorreo01           online      aggr3       none         17          0        512         89        422        N/A          0          0             N/A\n&green llce435d01                online      aggr3       none         17          0        522         88        433        N/A          0          0             N/A\n&green llce933                   online aggr1_sata       none         43          0        532        229        302        N/A          0          0             N/A
led.arsyslan.es|status led,arsyslan,es.na_vol_space green Thu May  9 11:34:56 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green veritaslp                 online      aggr1       none         67          0       1200        808        391        N/A          0          0             N/A\n&green vol0                      online      aggr0     volume          4          0        128          5        122        N/A          0          0             N/A\n&green llce454                   online      aggr1       none          0          0        600          0        599        N/A          0          0             N/A\n&green llce322                   online      aggr1       none         72          0        700        505        194        N/A          0          0             N/A\n&green llce324d01                online      aggr0       none         55          0       4000       2197       1802        N/A          0          0             N/A\n&green hc00                     offline      aggr0                     0          0          0          0          0        N/A          0          0             N/A\n&green llce455d01                online      aggr0       none         45          0       4000       1797       2202        N/A          0          0             N/A\n&green mbx04                     online      aggr0       none         60          0        500        299        200        N/A          0          0             N/A\n&green vhc_backup                online      aggr0       none         23          0        350         80        269        N/A          0          0             N/A\n&green lwzg298                   online      aggr0       none         45          0       1024        456        567        N/A          0          0             N/A\n&green llcg406                   online      aggr0       none         61          0        100         60         39        N/A          0          0             N/A\n&green llce933                   online      aggr1       none         85          0        600        512         87        N/A          0          0             N/A\n&green mbx02                     online      aggr0       none         69          0        900        620        279        N/A          0          0             N/A\n&green mbx04b                    online      aggr1       none         83          0        542        451         90        N/A          0          0             N/A\n&green mbx04c                    online      aggr1       none         61          0        670        411        258        N/A          0          0             N/A\n&green llce323d01                online      aggr0       none          0          0       1000          0        999        N/A          0          0             N/A\n&green flcf321d01                online      aggr0       none         67          0       2000       1338        661        N/A          0          0             N/A\n&green llcf102d01                online      aggr0       none         18          0       2000        351       1648        N/A          0          0             N/A\n&green llce435d01                online      aggr0       none          5          0       2000         93       1906        N/A          0          0             N/A\n&green llcf111d01                online      aggr0       none         29          0       1000        294        705        N/A          0          0             N/A\n&green llce316d01                online      aggr0       none         13          0       1000        129        870        N/A          0          0             N/A\n&green llce486d01                online      aggr0       none         12          0       1000        121        878        N/A          0          0             N/A\n&green llce436d01                online      aggr0       none         52          0       1000        518        481        N/A          0          0             N/A\n&green llce436d02                online      aggr0       none         13          0       1000        128        871        N/A          0          0             N/A\n&green llce322d02                online      aggr0       none         18          0       2047        362       1684        N/A          0          0             N/A\n&green llcf101d01                online      aggr0       none         23          0       1000        229        770        N/A          0          0             N/A\n&green llce982                   online      aggr0       none         24          0        750        178        571        N/A          0          0             N/A\n&green llce435                   online      aggr0       none         11          0        750         86        663        N/A          0          0             N/A\n&green llce314                   online      aggr0       none         33          0        750        249        500        N/A          0          0             N/A\n&green llce322d01                online      aggr0       none         12          0       1024        126        897        N/A          0          0             N/A\n&green llce933b                  online      aggr0       none         14          0        750        106        643        N/A          0          0             N/A\n&green mbx01                     online      aggr1       none         56          0        600        333        266        N/A          0          0             N/A
pearl.arsyslan.es|status pearl,arsyslan,es.na_vol_space green Thu May  9 11:30:36 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green vol0                      online      aggr0     volume          4          0        128          5        122        N/A          0          0             N/A\n&green flcf321                   online      aggr0       none         47          0       3450       1632       1817        N/A          0          0             N/A\n&green llcf112c                  online      aggr0       none         37          0        579        216        362        N/A          0          0             N/A\n&green llce435                   online      aggr0       none         75          0       1500       1126        373        N/A          0          0             N/A\n&green llce487                   online      aggr0       none          1          0         10          0          9        N/A          0          0             N/A\n&green llce323d01                online      aggr0       none         74          0       3000       2209        790        N/A          0          0             N/A\n&green hc27                      online      aggr0       none         70          0       1912       1345        566        N/A          0          0             N/A\n&green mbx03                     online      aggr0       none         84          0        850        713        136        N/A          0          0             N/A\n&green llce324d01                online      aggr0       none         32          0       4000       1289       2710        N/A          0          0             N/A\n&green llcf102md                 online      aggr0       none         46          0        100         46         53        N/A          0          0             N/A\n&green llcf112md                 online      aggr0       none         41          0        120         48         71        N/A          0          0             N/A\n&green llcf101b                  online      aggr0       none         60          0         25         14         10        N/A          0          0             N/A\n&green hc29                      online      aggr0       none         46          0        564        261        302        N/A          0          0             N/A\n&green llcf113a                  online aggr3_sata       none         90          0       2007       1796        210        N/A          0          0             N/A\n&green llce436d01                online aggr3_sata       none         80          0       1941       1551        389        N/A          0          0             N/A\n&green llcf112d                  online aggr3_sata       none         75          0       1748       1313        434        N/A          0          0             N/A\n&green llcf101c                  online aggr3_sata       none         57          0       1300        740        559        N/A          0          0             N/A\n&green llcf102c                  online aggr3_sata       none         63          0       1232        775        456        N/A          0          0             N/A\n&green llce315d01                online aggr3_sata       none         62          0        600        370        229        N/A          0          0             N/A\n&green llce439b                  online aggr3_sata       none         74          0        608        448        159        N/A          0          0             N/A\n&green llce436d02                online aggr3_sata       none         32          0        522        169        352        N/A          0          0             N/A\n&green llce435b                  online aggr2_sata       none         66          0        800        525        274        N/A          0          0             N/A\n&green llcf111b                  online aggr2_sata       none         70          0       1500       1051        448        N/A          0          0             N/A\n&green llcf101a                  online aggr2_sata       none         62          0       2641       1647        993        N/A          0          0             N/A\n&green llcf112b                  online aggr2_sata       none         69          0       2002       1382        619        N/A          0          0             N/A\n&green llce453                   online aggr2_sata       none         81          0        795        641        153        N/A          0          0             N/A\n&green llcf113b                  online aggr1_sata       none         79          0        730        577        152        N/A          0          0             N/A\n&green llcf111a                  online aggr1_sata       none         72          0        900        651        248        N/A          0          0             N/A\n&green llcf102a                  online aggr1_sata       none         56          0       2969       1648       1320        N/A          0          0             N/A\n&green llcf112a                  online aggr1_sata       none         70          0       2329       1627        701        N/A          0          0             N/A\n&green llce323d02                online aggr1_sata       none         75          0        532        400        131        N/A          0          0             N/A\n&green flcf321b                  online aggr1_sata       none         84          0        532        445         86        N/A          0          0             N/A
pink.arsyslan.es|status pink,arsyslan,es.na_vol_space green Thu May  9 11:31:03 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green vol0                      online      aggr0     volume          4          0        128          5        122        N/A          0          0             N/A\n&green webbuilder                online      aggr0       none          0          0       1024          3       1020        N/A          0          0             N/A\n&green csp_iscsi_fc_001          online      aggr0       none         61          0       5784       1093       2243        N/A          0          0             N/A\n&green csp_nfs_fc_001            online      aggr0       none         76          0       3072       2332        739        N/A          0          0             N/A\n&green csp_cifs_fc_001           online      aggr0       none         12          0       2048        242       1805        N/A          0          0             N/A\n&green csp_nfs_fc_002            online      aggr0       none         75          0       2500       1869        630        N/A          0          0             N/A\n&green epages_fc_001             online      aggr0       none         17          0       1000        165        834        N/A          0          0             N/A\n&green csp_nfs_sata_002          online aggr2_sata       none         74          0       6144       4529       1614        N/A          0          0             N/A\n&green csp_nfs_sata_001          online aggr1_sata       none         61          0       2048       1255        792        N/A          0          0             N/A\n&green csp_iscsi_sata_001        online aggr1_sata       none         24          0       2048        493       1554        N/A          0          0             N/A\n&green csp_cifs_sata_001         online aggr1_sata       none         84          0       2048       1723        324        N/A          0          0             N/A\n&green csp_cifs_sata_UNIR        online aggr2_sata       none         10          0       2048        206       1841        N/A          0          0             N/A\n&green csp_nfs_sata_003          online aggr2_sata       none         54          0       4608       1969       2107        N/A          0          0             N/A
rolling.arsyslan.es|status rolling,arsyslan,es.na_vol_space green Thu May  9 11:35:17 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green cs_iscsi_sata_003         online aggr2_sata     volume         98          0       2048       2004         43        N/A          0          0             N/A\n&green cs_iscsi_sata_002         online aggr1_sata       none         26          0       2048        528       1519        N/A          0          0             N/A\n&green cs_iscsi_sata_001         online aggr1_sata       none         44          0       2048        901       1146        N/A          0          0             N/A\n&green cloud22sata               online aggr1_sata       none         47          0       2048        958       1089        N/A          0          0             N/A\n&green cloud23sata               online aggr1_sata       none         36          0       2048        741       1306        N/A          0          0             N/A\n&green cs_iscsi_fc_001           online      aggr0       none         88          0       2048       1810        237        N/A          0          0             N/A\n&green vol0                      online      aggr0     volume          7          0         16          1         14        N/A          0          0             N/A\n&green cloud26fc                 online      aggr0       none         88          0       2048       1799        248        N/A          0          0             N/A\n&green cloud27fc                 online      aggr0       none         86          0       2048       1771        276        N/A          0          0             N/A\n&green cs_nfs_sata_001           online aggr1_sata       none         21          0       2048        434       1613        N/A          0          0             N/A\n&green cs_nfs_fc_001             online      aggr0       none         67          0       1059        706        352        N/A          0          0             N/A\n&green llzg195                   online aggr2_sata       none         65          0       2048       1330        717        N/A          0          0             N/A\n&green lwzg619                   online      aggr3       none         33          0       2000        586       1334        N/A          0          0             N/A\n&green cloud24sata               online aggr2_sata       none         39          0       2048        804       1243        N/A          0          0             N/A\n&green cloud25sata               online aggr2_sata       none         25          0       2048        509       1538        N/A          0          0             N/A\n&green cs_iscsi_fc_002           online      aggr0       none         66          0       2048       1227        697        N/A          0          0             N/A\n&green llzg463                   online      aggr3       none         33          0       2000        640       1334        N/A          0          0             N/A\n&green chilehc0                  online      aggr3       none         13          0       1000        129        870        N/A          0          0             N/A\n&green llzg464                   online      aggr3       none         36          0       2048        736       1311        N/A          0          0             N/A\n&green nicira                    online      aggr3       none         12          0        350         42        307        N/A          0          0             N/A\n&green llmb158                   online      aggr3     volume         99          0        520        513          6        N/A          0          0             N/A
sabbath.arsyslan.es|status sabbath,arsyslan,es.na_vol_space green Thu May  9 11:34:01 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green llcf102d01                online      aggr1       none         75          0        630        469        160        N/A          0          0             N/A\n&green llce322                   online      aggr1       none         73          0        694        509        184        N/A          0          0             N/A\n&green llce436d01                online      aggr1       none         70          0        665        463        201        N/A          0          0             N/A\n&green llce434                   online      aggr1       none         78          0       1109        865        243        N/A          0          0             N/A\n&green hc23                      online      aggr1       none         87          0       2047       1777        269        N/A          0          0             N/A\n&green llce404b                  online      aggr1       none         72          0       1170        840        329        N/A          0          0             N/A\n&green vol0                      online      aggr0     volume          4          0        128          5        122        N/A          0          0             N/A\n&green llcf113                   online      aggr1       none         82          0       1100        897        202        N/A          0          0             N/A\n&green llce315d01                online      aggr3       none         64          0        665        427        237        N/A          0          0             N/A\n&green hc24                      online      aggr2       none         88          0       1602       1410        191        N/A          0          0             N/A\n&green mbx03                     online      aggr0     volume        100          0       2611       2606          4        N/A          0          0             N/A\n&green mbx02                     online      aggr0     volume        100          0       3405       3398          6        N/A          0          0             N/A\n&green llce322b                  online      aggr0     volume         99          0        388        385          2        N/A          0          0             N/A\n&green llce314                   online      aggr3       none         76          0       1951       1479        471        N/A          0          0             N/A\n&green hc28                      online      aggr3       none         82          0       1600       1316        283        N/A          0          0             N/A\n&green llce486d02                online      aggr3       none         65          0        664        433        230        N/A          0          0             N/A\n&green llce434b                  online      aggr3       none         80          0       1197        962        234        N/A          0          0             N/A\n&green llcf113b                  online      aggr3       none         41          0        922        375        546        N/A          0          0             N/A\n&green mbx02bis                  online      aggr3       none         83          0        450        375         74        N/A          0          0             N/A\n&green llce486d01                online      aggr2       none         44          0       1699        741        957        N/A          0          0             N/A\n&green llce315d02                online      aggr2       none         63          0        670        422        247        N/A          0          0             N/A\n&green llce404c                  online      aggr2       none         53          0       1024        541        482        N/A          0          0             N/A\n&green hc25                      online      aggr2       none         85          0       1702       1439        262        N/A          0          0             N/A\n&green llce314b                  online      aggr2       none         76          0        672        510        161        N/A          0          0             N/A\n&green llce314c                  online      aggr2       none         73          0        608        446        161        N/A          0          0             N/A
stones.arsyslan.es|status stones,arsyslan,es.na_vol_space green Thu May  9 11:35:30 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green cloud02_sata              online aggr2_sata       none         82          0       8192       6625       1467        N/A          0          0             N/A\n&green vol0                      online      aggr0     volume          7          0         16          1         14        N/A          0          0             N/A\n&green cloud03_sata              online aggr3_sata       none         66          0       8294       5494       2799        N/A          0          0             N/A\n&green cloud06_fc                online      aggr4     volume        100          0       1996       1996          0        N/A          0          0             N/A\n&green cloud01_sata              online aggr1_sata       none         86          0       8192       6922       1171        N/A          0          0             N/A\n&green cloud04_fc                online      aggr0     volume        100          0       2048       2047          0        N/A          0          0             N/A\n&green cloud05_fc                online      aggr4     volume        100          0       2045       2044          0        N/A          0          0             N/A\n&green cloud28_fc                online      aggr0       none         79          0       2048       1608        439        N/A          0          0             N/A\n&green cloud03_fc                online      aggr0     volume        100          0       4096       4095          0        N/A          0          0             N/A\n&green volrastreator             online      aggr5     volume        100          0       4021       4019          1        N/A          0          0             N/A
stripes.arsyslan.es|status stripes,arsyslan,es.na_vol_space green Thu May  9 11:32:48 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green vol0                      online      aggr0     volume          3          0        314          8        306        N/A          0          0             N/A\n&green esxtop                    online      aggr0     volume          3          0         24          0         23        N/A          0          0             N/A\n&green cyrbackup                 online aggr1_sata       none          3          0       3276        106       3170        N/A          0          0             N/A\n&green replica_plcf322           online aggr1_sata       none         68          0       4096       2782       1313        N/A          0          0             N/A\n&green llcg406                   online aggr1_sata       none         73          0       1000        732        267        N/A          0          0             N/A\n&green llce434                   online aggr1_sata       none         35          0        640        226        413        N/A          0          0             N/A\n&green llcf102d01                online aggr1_sata       none         29          0        750        217        532        N/A          0          0             N/A\n&green llce274                   online aggr1_sata       none         48          0        750        362        387        N/A          0          0             N/A\n&green llce484d01                online aggr1_sata       none         24          0       1774        418       1355        N/A          0          0             N/A\n&green llce436d01                online aggr1_sata       none         42          0       1006        419        586        N/A          0          0             N/A\n&green llce663                   online aggr1_sata       none         44          0       1024        445        578        N/A          0          0             N/A\n&green llce933                   online aggr1_sata       none         61          0       1262        770        491        N/A          0          0             N/A\n&green llce439                   online aggr1_sata       none         67          0       1462        985        476        N/A          0          0             N/A\n&green llce982                   online aggr1_sata       none         31          0        750        229        520        N/A          0          0             N/A\n&green llcf113                   online aggr1_sata       none         53          0       1518        812        705        N/A          0          0             N/A\n&green llce486d02                online aggr1_sata       none         34          0       1024        352        671        N/A          0          0             N/A\n&green llce316                   online aggr1_sata       none         24          0       1000        237        762        N/A          0          0             N/A\n&green llce323d01                online aggr1_sata       none         43          0       1006        431        574        N/A          0          0             N/A\n&green llce458                   online aggr1_sata       none         48          0        750        359        390        N/A          0          0             N/A\n&green llcf112                   online aggr1_sata       none         20          0        750        146        603        N/A          0          0             N/A\n&green llce315                   online aggr1_sata       none          5          0        750         34        715        N/A          0          0             N/A\n&green llce323                   online aggr1_sata       none         40          0       1750        697       1052        N/A          0          0             N/A\n&green llcf112d01                online aggr1_sata       none         24          0        750        176        573        N/A          0          0             N/A\n&green llce435                   online aggr1_sata       none          6          0        750         47        702        N/A          0          0             N/A\n&green llce315d01                online aggr1_sata       none          8          0        750         56        693        N/A          0          0             N/A\n&green llce486                   online aggr1_sata       none          7          0        750         49        700        N/A          0          0             N/A\n&green llce435d01                online aggr1_sata       none         68          0        750        508        241        N/A          0          0             N/A\n&green flcf321                   online aggr1_sata       none         33          0        750        247        502        N/A          0          0             N/A\n&green slcf764                   online aggr1_sata       none          7          0        750         54        695        N/A          0          0             N/A\n&green llcf111d01                online aggr1_sata       none         52          0        750        388        361        N/A          0          0             N/A\n&green llce324                   online aggr1_sata       none          5          0        750         34        715        N/A          0          0             N/A\n&green OVF                       online aggr1_sata       none          0          0       3000          0       2999        N/A          0          0             N/A
white.arsyslan.es|status white,arsyslan,es.na_vol_space green Thu May  9 11:32:35 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green vol0                      online      aggr0     volume          3          0        314          8        306        N/A          0          0             N/A\n&green voltest                   online      aggr1     volume          0          0          8          0          7        N/A          0          0             N/A\n&green vol_dixired_dmzfrontend_lib     online      aggr1     volume         36          0         40         14         25        N/A          0          0             N/A\n&green vol_dixired_produccion_newslibrary     online      aggr1     volume         45          0        200         89        110        N/A          0          0             N/A\n&green vol_dixired_mujer_srv     online      aggr1     volume         81          0        200        162         37        N/A          0          0             N/A\n&green vol_dixired_produccion_lib     online      aggr1     volume         78          0       1520       1181        338        N/A          0          0             N/A\n&green vol_dixired_integracion_subversion     online      aggr1     volume         25          0         32          7         24        N/A          0          0             N/A\n&green vol_dixired_produccion_www     online      aggr1     volume         82          0         96         78         17        N/A          0          0             N/A\n&green vol_dixired_produccion_tmp     online      aggr1     volume         73          0       1219        884        334        N/A          0          0             N/A\n&green vol_dixired_produccion_solr     online      aggr1     volume         55          0         48         26         21        N/A          0          0             N/A\n&green vol_dixired_preproduccion_mmedia     online      aggr1     volume          0          0         24          0         23        N/A          0          0             N/A\n&green vol_dixired_dmzbackend_logs     online      aggr1     volume          0          0          4          0          3        N/A          0          0             N/A\n&green vol_dixired_dmzbackend_opt     online      aggr1     volume         34          0          4          1          2        N/A          0          0             N/A\n&green vol_dixired_dmzfrontend_log     online      aggr1     volume         14          0          9          1          8        N/A          0          0             N/A\n&green vol_dixired_dmzfrontend_opt     online      aggr1     volume         43          0          8          3          4        N/A          0          0             N/A\n&green vol_dixired_dmzfrontend_tmp     online      aggr1     volume         19          0          4          0          3        N/A          0          0             N/A\n&green vol_dixired_dmzfrontend_www     online      aggr1     volume         11          0         20          2         17        N/A          0          0             N/A\n&green vol_dixired_produccion_logs     online      aggr1     volume         76          0        240        181         58        N/A          0          0             N/A\n&green vol_dixired_produccion_opt     online      aggr1     volume         78          0          8          6          1        N/A          0          0             N/A\n&green vol_dixired_mujer_logs     online      aggr1     volume         26          0         16          4         11        N/A          0          0             N/A\n&green vol_dixired_backup        online      aggr1     volume         85          0       1440       1229        210        N/A          0          0             N/A\n&green vol_dixired_produccion_tmpcms2     online      aggr1     volume         16          0        819        129        689        N/A          0          0             N/A\n&green vol_dixired_integracion_lib     online      aggr1     volume         31          0         64         19         44        N/A          0          0             N/A\n&green vol_dixired_integracion_newslibrary     online      aggr1     volume          0          0         16          0         15        N/A          0          0             N/A\n&green vol_dixired_integracion_datos     online      aggr1     volume         31          0         32         10         21        N/A          0          0             N/A\n&green vol_dixired_integracion_opt     online      aggr1     volume         24          0         16          3         12        N/A          0          0             N/A\n&green vol_dixired_integracion_tmp     online      aggr1     volume         68          0         40         27         12        N/A          0          0             N/A\n&green vol_dixired_integracion_logs     online      aggr1     volume         54          0         32         17         14        N/A          0          0             N/A\n&green vol_dixired_mexico_int_srv     online      aggr1     volume         19          0         80         15         64        N/A          0          0             N/A\n&green vol_dixired_mexico_int_logs     online      aggr1     volume         27          0         40         10         29        N/A          0          0             N/A\n&green vol_dixired_mujer_int_logs     online      aggr1     volume          1          0         16          0         15        N/A          0          0             N/A\n&green vol_dixired_mujer_int_srv     online      aggr1     volume         41          0         32         13         18        N/A          0          0             N/A\n&green vol_dixired_backup_windows_backoffice     online      aggr1     volume          0          0         16          0         15        N/A          0          0             N/A\n&green vol_dixired_preproduccion_opt     online      aggr1     volume         39          0         16          6          9        N/A          0          0             N/A\n&green vol_dixired_preproduccion_newslibrary     online      aggr1     volume          2          0        400          8        391        N/A          0          0             N/A\n&green vol_dixired_preproduccion_logs     online      aggr1     volume         33          0         40         13         26        N/A          0          0             N/A\n&green vol_dixired_preproduccion_tmp     online      aggr1     volume         28          0        160         44        115        N/A          0          0             N/A\n&green vol_dixired_preproduccion_www     online      aggr1     volume         11          0         24          2         21        N/A          0          0             N/A\n&green vol_dixired_preproduccion_lib     online      aggr1     volume         61          0        240        147         92        N/A          0          0             N/A\n&green vol_dixired_mexico_logs     online      aggr1     volume         36          0         40         14         25        N/A          0          0             N/A\n&green vol_dixired_mexico_srv     online      aggr1     volume         50          0        160         79         80        N/A          0          0             N/A\n&green vol_dixired_produccion_mmedia     online      aggr1     volume          0          0        100          0         99        N/A          0          0             N/A\n&green vol_dixired_produccion_storage     online      aggr1     volume         25          0       2960        749       2210        N/A          0          0             N/A
zeppelin.arsyslan.es|status zeppelin,arsyslan,es.na_vol_space green Thu May  9 11:35:06 CEST 2013 - testing \nVolume                       Status       Aggr    Reserve    Util(%)   Inode(%)   Size(GB)   Used(GB)   Free(GB)      DEDUP   Saved(%)  Saved(GB)        Schedule\n&green aqua                      online      aggr3       none         77          0       2500       1915        584        N/A          0          0             N/A\n&green vol0                      online      aggr0     volume          4          0        128          5        122        N/A          0          0             N/A\n&green llce933_llcf111           online      aggr0       none         65          0       3072       1987       1084        N/A          0          0             N/A\n&green llce274d01                online      aggr0       none         60          0       4000       2409       1590        N/A          0          0             N/A\n&green llce315d02                online      aggr0       none         33          0       4000       1309       2690        N/A          0          0             N/A\n&green baco                      online      aggr1       none         70          0       2548       1782        765        N/A          0          0             N/A\n&green llce315d01                online      aggr1       none         60          0       2612       1576       1035        N/A          0          0             N/A\n&green hc05                      online      aggr1       none         88          0       2310       2029        280        N/A          0          0             N/A\n&green vdi                       online      aggr1       none          0          0         10          0          9        N/A          0          0             N/A\n&green llce322                   online      aggr3       none         69          0        750        520        229        N/A          0          0             N/A\n&green llcg407                   online      aggr1       none         61          0       4000          0       1546        N/A          0          0             N/A\n&green mbx02                     online      aggr3       none         67          0        700        467        232        N/A          0          0             N/A\n&green glcg350b                  online      aggr1       none         80          0       1178        937        240        N/A          0          0             N/A\n&green llce487                   online      aggr0       none          0          0        200          0        199        N/A          0          0             N/A\n&green llce404d01                online      aggr3       none         32          0        700        221        478        N/A          0          0             N/A\n&green llce435md01               online      aggr1       none         33          0        150         48        101        N/A          0          0             N/A\n&green storagecorreo02           online      aggr3       none         11          0        300         33        266        N/A          0          0             N/A
